ph,turbidity,tds,do,temperature,true_class,oracle_class,sample_id
6.919,0.0,365.879,6.475,17.428,POTABLE,MARGINAL,3722
7.011,0.0,353.053,8.929,20.38,POTABLE,POTABLE,3723
8.349,73.514,554.687,1.704,18.785,NON_POTABLE,NON_POTABLE,3724
7.256,18.55,476.88,5.987,24.706,MARGINAL,MARGINAL,3725
7.752,0.962,298.824,9.569,21.545,POTABLE,POTABLE,3726
6.797,2.377,271.835,8.647,31.043,POTABLE,MARGINAL,3727
1.321,30.173,884.519,0.359,22.662,NON_POTABLE,NON_POTABLE,3728
7.499,16.816,594.632,4.29,29.958,MARGINAL,MARGINAL,3729
6.88,1.615,511.189,4.782,20.473,MARGINAL,MARGINAL,3730
5.199,65.639,894.11,0.679,35.338,NON_POTABLE,NON_POTABLE,3731
7.218,1.806,466.56,6.83,23.36,POTABLE,MARGINAL,3732
8.954,3.047,734.004,7.219,30.078,MARGINAL,MARGINAL,3733
7.371,3.869,645.322,4.791,33.395,MARGINAL,MARGINAL,3734
7.387,0.038,279.521,10.344,26.426,POTABLE,POTABLE,3735
10.51,80.38,746.41,3.501,30.62,NON_POTABLE,NON_POTABLE,3736
7.041,5.876,503.56,6.816,29.449,MARGINAL,MARGINAL,3737
6.573,6.239,495.754,5.364,26.564,MARGINAL,MARGINAL,3738
6.942,1.029,79.123,6.939,19.099,POTABLE,MARGINAL,3739
7.619,3.949,325.846,8.527,26.504,POTABLE,MARGINAL,3740
2.411,82.719,755.65,0.119,30.086,NON_POTABLE,NON_POTABLE,3741
6.083,53.058,929.596,0.858,31.602,NON_POTABLE,NON_POTABLE,3742
7.81,1.374,233.445,8.188,22.099,POTABLE,MARGINAL,3743
8.308,3.766,405.212,7.731,26.793,POTABLE,MARGINAL,3744
7.686,1.3,166.247,7.934,28.681,POTABLE,MARGINAL,3745
8.032,0.435,492.152,4.192,24.19,MARGINAL,MARGINAL,3746
6.964,3.81,351.227,5.866,24.986,POTABLE,MARGINAL,3747
6.489,8.014,314.334,7.764,28.556,POTABLE,MARGINAL,3748
7.704,2.073,384.922,9.264,31.988,POTABLE,MARGINAL,3749
6.2,9.567,537.869,4.839,32.628,MARGINAL,MARGINAL,3750
6.073,69.654,965.226,0.383,35.501,NON_POTABLE,NON_POTABLE,3751
3.438,36.521,992.709,2.371,21.581,NON_POTABLE,NON_POTABLE,3752
7.904,3.723,422.117,5.991,19.944,MARGINAL,MARGINAL,3753
7.553,23.725,611.972,4.966,26.601,MARGINAL,MARGINAL,3754
6.95,10.397,568.048,6.634,31.564,MARGINAL,MARGINAL,3755
6.384,41.065,959.108,0.0,26.891,NON_POTABLE,NON_POTABLE,3756
8.289,5.695,439.043,3.875,18.696,MARGINAL,MARGINAL,3757
6.469,8.902,451.271,7.316,25.602,MARGINAL,MARGINAL,3758
7.918,12.046,390.028,5.007,20.914,MARGINAL,MARGINAL,3759
7.594,0.0,502.502,7.558,23.675,POTABLE,MARGINAL,3760
8.788,8.507,582.741,6.935,27.675,MARGINAL,MARGINAL,3761
5.629,0.0,235.862,9.387,21.413,POTABLE,MARGINAL,3762
7.387,2.542,262.393,8.946,25.475,POTABLE,MARGINAL,3763
7.234,0.0,397.408,6.687,29.778,POTABLE,POTABLE,3764
4.566,60.907,926.999,1.998,30.601,NON_POTABLE,NON_POTABLE,3765
6.75,0.0,384.95,4.933,26.103,MARGINAL,MARGINAL,3766
10.135,87.64,802.929,2.825,36.333,NON_POTABLE,NON_POTABLE,3767
7.661,77.902,600.628,2.859,26.217,NON_POTABLE,NON_POTABLE,3768
9.205,50.776,752.354,1.762,27.983,NON_POTABLE,NON_POTABLE,3769
4.124,65.777,573.696,0.346,28.265,NON_POTABLE,NON_POTABLE,3770
4.408,100.0,890.844,1.07,25.738,NON_POTABLE,NON_POTABLE,3771
4.376,10.608,861.752,4.055,40.77,NON_POTABLE,NON_POTABLE,3772
6.928,5.015,445.799,6.979,20.908,POTABLE,MARGINAL,3773
7.605,2.57,97.355,8.861,18.691,POTABLE,MARGINAL,3774
1.61,43.021,1137.284,2.744,26.511,NON_POTABLE,NON_POTABLE,3775
6.995,1.122,324.869,8.171,27.755,POTABLE,MARGINAL,3776
8.51,53.203,701.174,1.399,21.093,NON_POTABLE,NON_POTABLE,3777
8.249,6.619,585.61,5.876,28.827,MARGINAL,MARGINAL,3778
8.386,0.0,459.407,4.065,26.926,MARGINAL,MARGINAL,3779
7.611,2.706,323.972,8.073,22.388,POTABLE,MARGINAL,3780
6.014,2.051,543.45,4.858,26.127,MARGINAL,MARGINAL,3781
6.357,0.286,201.635,8.694,16.182,POTABLE,MARGINAL,3782
8.572,5.352,487.976,3.262,24.465,MARGINAL,MARGINAL,3783
6.511,0.0,339.586,9.296,25.464,POTABLE,POTABLE,3784
6.884,44.456,641.007,2.7,20.852,NON_POTABLE,NON_POTABLE,3785
8.6,56.626,926.272,1.896,20.602,NON_POTABLE,NON_POTABLE,3786
7.21,10.242,593.607,5.213,31.675,MARGINAL,MARGINAL,3787
5.907,28.348,657.354,1.569,36.49,NON_POTABLE,NON_POTABLE,3788
7.403,11.606,544.075,6.865,28.453,MARGINAL,MARGINAL,3789
7.098,14.414,636.007,4.485,22.883,MARGINAL,MARGINAL,3790
6.906,5.678,124.841,11.719,25.56,POTABLE,MARGINAL,3791
7.619,4.073,698.356,5.366,24.418,MARGINAL,MARGINAL,3792
7.117,74.804,914.876,2.147,26.487,NON_POTABLE,NON_POTABLE,3793
7.705,1.201,152.38,8.24,20.851,POTABLE,MARGINAL,3794
8.81,5.156,787.694,5.641,23.63,MARGINAL,MARGINAL,3795
6.408,0.0,560.978,6.827,27.39,POTABLE,MARGINAL,3796
1.941,44.874,822.212,1.165,32.302,NON_POTABLE,NON_POTABLE,3797
7.703,10.692,320.119,7.188,37.545,MARGINAL,MARGINAL,3798
5.562,54.632,806.449,0.93,25.877,NON_POTABLE,NON_POTABLE,3799
6.868,1.369,227.317,10.231,26.53,POTABLE,MARGINAL,3800
6.683,4.795,183.554,6.482,20.171,POTABLE,MARGINAL,3801
7.438,13.392,389.692,7.324,17.033,MARGINAL,MARGINAL,3802
8.279,12.464,500.595,4.935,33.289,MARGINAL,MARGINAL,3803
4.037,54.689,1165.507,2.916,45.309,NON_POTABLE,NON_POTABLE,3804
6.809,0.0,190.352,6.593,20.389,POTABLE,POTABLE,3805
6.443,7.949,477.28,7.948,20.925,POTABLE,MARGINAL,3806
3.934,57.409,963.374,2.512,31.087,NON_POTABLE,NON_POTABLE,3807
6.566,8.745,453.699,7.074,26.561,MARGINAL,MARGINAL,3808
6.932,6.143,649.293,3.879,24.562,MARGINAL,MARGINAL,3809
7.344,0.0,375.622,10.209,20.111,POTABLE,POTABLE,3810
8.808,52.187,692.974,0.967,28.332,NON_POTABLE,NON_POTABLE,3811
7.967,15.013,356.074,6.469,24.207,MARGINAL,MARGINAL,3812
8.426,5.809,353.16,5.156,27.747,MARGINAL,MARGINAL,3813
6.961,1.799,424.657,3.822,31.734,MARGINAL,MARGINAL,3814
6.425,0.0,152.942,10.217,27.241,POTABLE,MARGINAL,3815
7.146,0.092,384.435,6.025,21.317,POTABLE,MARGINAL,3816
7.368,0.0,412.156,8.701,23.909,POTABLE,POTABLE,3817
7.304,89.218,951.306,2.075,21.78,NON_POTABLE,NON_POTABLE,3818
3.905,43.098,881.625,1.907,22.357,NON_POTABLE,NON_POTABLE,3819
7.706,11.722,556.506,4.138,33.538,MARGINAL,MARGINAL,3820
6.875,0.0,57.295,7.842,22.186,POTABLE,POTABLE,3821
7.959,10.105,400.03,5.582,26.907,MARGINAL,MARGINAL,3822
3.761,69.715,1500.0,3.908,30.871,NON_POTABLE,NON_POTABLE,3823
8.146,0.591,455.66,9.393,27.01,POTABLE,POTABLE,3824
7.149,4.63,310.226,10.176,25.788,POTABLE,MARGINAL,3825
6.043,92.399,843.17,0.224,21.84,NON_POTABLE,NON_POTABLE,3826
8.233,3.113,323.733,9.245,25.285,POTABLE,MARGINAL,3827
6.882,0.0,312.034,9.521,26.812,POTABLE,POTABLE,3828
7.892,13.64,409.795,3.579,28.201,MARGINAL,MARGINAL,3829
3.533,82.084,827.082,3.21,23.889,NON_POTABLE,NON_POTABLE,3830
7.166,3.145,307.31,7.953,27.954,POTABLE,MARGINAL,3831
5.746,65.238,627.127,3.736,20.217,NON_POTABLE,NON_POTABLE,3832
8.063,13.629,407.531,4.143,24.85,MARGINAL,MARGINAL,3833
8.835,3.032,753.082,8.046,28.05,MARGINAL,MARGINAL,3834
0.814,48.791,641.717,2.441,34.744,NON_POTABLE,NON_POTABLE,3835
7.394,4.423,282.882,7.337,23.249,POTABLE,MARGINAL,3836
6.412,7.429,453.052,8.134,15.148,MARGINAL,MARGINAL,3837
7.503,0.0,383.315,8.365,24.885,POTABLE,POTABLE,3838
6.37,4.32,531.593,5.72,17.424,MARGINAL,MARGINAL,3839
7.21,16.496,344.242,4.637,33.021,MARGINAL,MARGINAL,3840
7.331,0.0,397.437,9.537,23.896,POTABLE,POTABLE,3841
6.109,7.416,408.751,6.431,28.263,MARGINAL,MARGINAL,3842
7.35,0.0,360.436,7.409,23.622,POTABLE,POTABLE,3843
6.812,0.0,467.033,10.63,26.348,POTABLE,POTABLE,3844
6.602,1.434,228.615,10.383,19.391,POTABLE,MARGINAL,3845
5.8,8.57,885.873,1.716,29.481,NON_POTABLE,NON_POTABLE,3846
6.821,1.182,445.638,4.674,30.93,MARGINAL,MARGINAL,3847
6.647,13.915,441.058,3.525,26.68,MARGINAL,MARGINAL,3848
5.705,77.388,672.232,1.175,30.594,NON_POTABLE,NON_POTABLE,3849
6.837,6.423,620.103,6.711,21.9,MARGINAL,MARGINAL,3850
6.991,2.432,436.062,10.307,23.357,POTABLE,MARGINAL,3851
6.915,0.0,403.004,7.111,22.03,POTABLE,POTABLE,3852
7.673,0.0,283.008,9.694,22.551,POTABLE,POTABLE,3853
7.78,5.976,563.029,5.129,22.211,MARGINAL,MARGINAL,3854
7.9,0.0,527.644,5.3,27.861,MARGINAL,MARGINAL,3855
7.008,1.01,158.503,9.161,23.601,POTABLE,MARGINAL,3856
7.297,6.521,793.902,6.945,29.225,MARGINAL,MARGINAL,3857
4.251,36.504,463.212,0.045,23.341,NON_POTABLE,NON_POTABLE,3858
5.443,5.8,501.984,5.519,27.796,MARGINAL,NON_POTABLE,3859
6.248,0.743,303.022,7.347,25.133,POTABLE,MARGINAL,3860
6.948,1.594,260.407,8.545,24.541,POTABLE,MARGINAL,3861
6.711,13.219,409.902,3.816,28.869,MARGINAL,MARGINAL,3862
7.198,3.088,689.739,5.62,33.197,MARGINAL,MARGINAL,3863
7.509,0.0,184.524,5.654,20.465,MARGINAL,MARGINAL,3864
7.142,16.064,701.591,5.706,24.35,MARGINAL,MARGINAL,3865
5.963,0.428,339.107,8.234,20.055,POTABLE,MARGINAL,3866
6.119,79.079,923.451,4.787,24.633,NON_POTABLE,NON_POTABLE,3867
7.323,53.331,893.255,2.406,32.775,NON_POTABLE,NON_POTABLE,3868
8.672,17.074,468.042,3.987,32.053,MARGINAL,MARGINAL,3869
7.779,14.816,546.989,3.375,18.197,MARGINAL,MARGINAL,3870
7.439,14.184,596.152,5.47,22.135,MARGINAL,MARGINAL,3871
6.79,0.0,367.447,7.592,19.62,POTABLE,POTABLE,3872
1.737,67.254,979.485,3.153,33.388,NON_POTABLE,NON_POTABLE,3873
7.972,13.558,416.608,6.981,19.478,MARGINAL,MARGINAL,3874
8.563,4.142,469.534,6.434,28.686,MARGINAL,MARGINAL,3875
8.2,20.387,387.178,5.905,24.846,MARGINAL,MARGINAL,3876
7.008,5.878,195.213,7.403,22.596,POTABLE,MARGINAL,3877
7.822,1.936,384.004,7.404,22.946,POTABLE,MARGINAL,3878
4.227,100.0,1271.155,3.67,14.381,NON_POTABLE,NON_POTABLE,3879
7.682,6.529,340.644,4.533,31.902,MARGINAL,MARGINAL,3880
6.532,0.0,254.646,9.956,23.205,POTABLE,POTABLE,3881
6.122,3.338,326.091,6.94,22.504,POTABLE,MARGINAL,3882
6.805,7.819,418.692,6.733,19.134,MARGINAL,MARGINAL,3883
6.72,2.972,537.226,9.356,21.016,POTABLE,MARGINAL,3884
8.243,6.639,580.279,5.297,27.728,MARGINAL,MARGINAL,3885
8.761,9.731,428.451,6.251,29.816,MARGINAL,MARGINAL,3886
7.367,15.074,494.51,4.271,32.273,MARGINAL,MARGINAL,3887
7.027,8.825,499.353,3.794,23.677,MARGINAL,MARGINAL,3888
6.783,3.935,489.999,8.667,23.34,POTABLE,MARGINAL,3889
3.414,94.456,851.66,2.553,26.808,NON_POTABLE,NON_POTABLE,3890
5.261,95.6,865.459,0.873,35.34,NON_POTABLE,NON_POTABLE,3891
8.397,3.196,591.31,7.408,27.636,MARGINAL,MARGINAL,3892
8.894,17.627,555.694,5.753,19.463,MARGINAL,MARGINAL,3893
7.695,7.557,301.198,3.634,23.74,MARGINAL,MARGINAL,3894
6.964,0.0,671.769,4.868,32.551,MARGINAL,MARGINAL,3895
7.556,1.104,106.029,9.272,28.148,POTABLE,MARGINAL,3896
6.988,4.375,538.447,9.985,28.113,POTABLE,MARGINAL,3897
6.806,0.562,322.031,6.512,24.137,POTABLE,POTABLE,3898
5.908,62.599,685.278,3.992,44.556,NON_POTABLE,NON_POTABLE,3899
4.017,59.099,848.875,1.611,23.851,NON_POTABLE,NON_POTABLE,3900
4.837,48.244,928.979,0.965,29.951,NON_POTABLE,NON_POTABLE,3901
7.109,0.0,215.981,6.144,26.299,POTABLE,MARGINAL,3902
6.91,13.557,323.629,8.12,25.156,MARGINAL,MARGINAL,3903
2.788,29.956,1183.211,4.476,26.513,NON_POTABLE,NON_POTABLE,3904
5.966,14.122,760.115,5.85,34.388,MARGINAL,MARGINAL,3905
7.25,0.0,223.048,9.742,24.765,POTABLE,POTABLE,3906
3.466,68.559,1175.23,2.143,23.348,NON_POTABLE,NON_POTABLE,3907
7.941,0.246,501.102,7.157,19.64,POTABLE,MARGINAL,3908
7.414,2.985,362.521,9.764,24.13,POTABLE,MARGINAL,3909
6.643,39.749,1108.849,0.187,28.478,NON_POTABLE,NON_POTABLE,3910
8.536,3.926,515.458,6.27,27.382,MARGINAL,MARGINAL,3911
6.631,0.0,364.248,9.91,14.773,POTABLE,POTABLE,3912
0.725,68.853,623.103,2.187,37.592,NON_POTABLE,NON_POTABLE,3913
6.301,5.99,670.226,6.033,30.556,MARGINAL,MARGINAL,3914
5.767,43.015,1500.0,2.584,23.41,NON_POTABLE,NON_POTABLE,3915
7.839,0.667,301.36,7.992,25.696,POTABLE,POTABLE,3916
0.388,63.718,502.452,3.047,28.962,NON_POTABLE,NON_POTABLE,3917
8.277,19.256,700.453,4.305,25.923,MARGINAL,MARGINAL,3918
7.089,3.24,167.149,8.046,20.128,POTABLE,MARGINAL,3919
7.023,15.502,414.171,6.241,29.64,MARGINAL,MARGINAL,3920
8.07,6.453,153.383,9.008,19.76,POTABLE,MARGINAL,3921
7.116,63.488,1102.871,2.983,33.833,NON_POTABLE,NON_POTABLE,3922
8.019,17.295,318.531,3.094,29.522,MARGINAL,MARGINAL,3923
5.896,55.161,742.401,3.723,31.566,NON_POTABLE,NON_POTABLE,3924
7.557,2.118,164.038,9.417,20.934,POTABLE,MARGINAL,3925
6.8,1.768,356.334,9.301,25.845,POTABLE,MARGINAL,3926
3.145,89.764,1111.694,3.82,23.987,NON_POTABLE,NON_POTABLE,3927
7.255,0.0,288.481,9.423,24.506,POTABLE,POTABLE,3928
8.457,88.682,1105.704,0.538,29.412,NON_POTABLE,NON_POTABLE,3929
6.975,0.0,200.381,7.964,23.077,POTABLE,POTABLE,3930
6.662,5.737,512.508,6.279,26.921,MARGINAL,MARGINAL,3931
7.768,1.897,646.426,6.06,23.037,MARGINAL,MARGINAL,3932
9.503,56.773,1036.877,0.597,30.924,NON_POTABLE,NON_POTABLE,3933
5.768,14.437,471.879,3.935,26.057,MARGINAL,MARGINAL,3934
7.702,9.204,800.086,6.627,34.566,MARGINAL,MARGINAL,3935
5.515,92.729,522.352,1.712,25.925,NON_POTABLE,NON_POTABLE,3936
7.239,2.146,322.126,10.095,28.277,POTABLE,MARGINAL,3937
6.502,2.125,150.909,9.609,22.246,POTABLE,MARGINAL,3938
7.87,11.051,637.753,5.805,24.079,MARGINAL,MARGINAL,3939
8.25,1.93,579.538,2.983,24.897,MARGINAL,MARGINAL,3940
7.003,0.0,410.36,8.549,26.325,POTABLE,POTABLE,3941
6.906,2.166,390.515,9.379,24.363,POTABLE,MARGINAL,3942
5.234,28.008,1326.124,0.366,23.947,NON_POTABLE,NON_POTABLE,3943
7.148,3.981,448.643,6.499,23.572,POTABLE,MARGINAL,3944
5.017,14.405,498.636,5.176,25.397,MARGINAL,NON_POTABLE,3945
6.943,3.935,253.043,6.069,21.886,POTABLE,MARGINAL,3946
7.652,1.925,233.034,8.904,31.447,POTABLE,MARGINAL,3947
6.932,0.0,414.397,10.853,26.353,POTABLE,POTABLE,3948
7.079,0.0,261.132,8.289,23.698,POTABLE,POTABLE,3949
7.418,9.322,550.931,6.061,19.811,MARGINAL,MARGINAL,3950
4.59,41.203,1191.622,0.37,27.157,NON_POTABLE,NON_POTABLE,3951
0.916,60.692,1263.129,2.876,24.649,NON_POTABLE,NON_POTABLE,3952
7.632,0.45,472.797,10.208,19.761,POTABLE,POTABLE,3953
5.772,11.669,473.824,5.97,28.748,MARGINAL,MARGINAL,3954
7.158,0.0,330.366,8.895,28.735,POTABLE,POTABLE,3955
4.757,85.838,913.041,0.007,20.727,NON_POTABLE,NON_POTABLE,3956
6.794,51.685,704.299,2.084,30.393,NON_POTABLE,NON_POTABLE,3957
7.647,12.242,415.655,5.372,32.698,MARGINAL,MARGINAL,3958
7.167,0.91,133.378,6.991,27.748,POTABLE,POTABLE,3959
8.883,59.036,931.427,4.178,27.365,NON_POTABLE,NON_POTABLE,3960
9.522,26.702,813.418,0.0,28.068,NON_POTABLE,NON_POTABLE,3961
7.339,18.055,419.007,3.678,27.851,MARGINAL,MARGINAL,3962
5.54,100.0,932.827,0.829,20.077,NON_POTABLE,NON_POTABLE,3963
5.342,60.414,932.869,3.713,29.509,NON_POTABLE,NON_POTABLE,3964
7.432,5.133,405.479,6.215,25.984,MARGINAL,MARGINAL,3965
6.642,2.764,460.647,5.955,19.356,MARGINAL,MARGINAL,3966
3.779,43.494,1005.517,2.895,32.612,NON_POTABLE,NON_POTABLE,3967
7.752,2.929,405.477,6.051,25.848,MARGINAL,MARGINAL,3968
6.608,3.116,289.368,9.751,25.07,POTABLE,MARGINAL,3969
6.669,0.0,369.36,9.12,27.43,POTABLE,POTABLE,3970
7.006,15.993,464.991,3.717,26.115,MARGINAL,MARGINAL,3971
7.593,5.944,233.565,6.553,25.227,MARGINAL,MARGINAL,3972
8.306,4.895,506.673,6.897,24.759,MARGINAL,MARGINAL,3973
7.521,0.0,403.174,10.181,20.66,POTABLE,POTABLE,3974
7.003,82.006,1385.926,1.607,29.306,NON_POTABLE,NON_POTABLE,3975
6.624,0.0,339.345,7.382,23.601,POTABLE,POTABLE,3976
5.944,6.247,401.411,8.194,23.982,POTABLE,MARGINAL,3977
6.945,3.072,574.356,2.204,23.513,MARGINAL,NON_POTABLE,3978
3.871,76.532,769.598,0.605,33.464,NON_POTABLE,NON_POTABLE,3979
7.716,8.097,427.139,4.877,32.216,MARGINAL,MARGINAL,3980
7.167,2.882,298.443,8.682,26.234,POTABLE,MARGINAL,3981
1.341,72.717,837.986,3.774,32.874,NON_POTABLE,NON_POTABLE,3982
7.653,9.179,703.173,6.032,16.713,MARGINAL,MARGINAL,3983
5.37,72.979,1003.25,3.906,25.772,NON_POTABLE,NON_POTABLE,3984
7.895,18.038,395.987,5.178,32.181,MARGINAL,MARGINAL,3985
8.497,16.085,540.106,7.925,25.266,MARGINAL,MARGINAL,3986
7.298,8.309,748.598,6.302,31.437,MARGINAL,MARGINAL,3987
6.413,0.0,193.556,8.124,23.504,POTABLE,MARGINAL,3988
7.088,0.0,540.026,6.18,25.213,POTABLE,MARGINAL,3989
7.276,1.816,428.687,8.929,21.907,POTABLE,MARGINAL,3990
7.463,3.98,348.7,8.326,32.075,POTABLE,MARGINAL,3991
7.838,9.086,394.632,5.813,21.938,MARGINAL,MARGINAL,3992
0.079,27.681,623.127,4.138,30.414,NON_POTABLE,NON_POTABLE,3993
6.868,5.137,36.975,8.955,24.207,POTABLE,MARGINAL,3994
7.568,1.766,462.494,5.248,26.856,MARGINAL,MARGINAL,3995
7.116,2.122,700.847,6.461,28.456,MARGINAL,MARGINAL,3996
7.113,0.796,321.598,8.338,24.476,POTABLE,POTABLE,3997
7.914,9.015,496.808,3.968,27.758,MARGINAL,MARGINAL,3998
5.232,45.312,779.171,1.624,19.461,NON_POTABLE,NON_POTABLE,3999
7.166,1.338,317.45,8.818,21.804,POTABLE,MARGINAL,4000
6.846,0.0,395.405,7.651,24.747,POTABLE,POTABLE,4001
8.057,14.74,352.462,5.904,30.964,MARGINAL,MARGINAL,4002
7.145,8.264,449.306,6.707,27.079,MARGINAL,MARGINAL,4003
7.268,0.548,326.545,9.078,22.012,POTABLE,POTABLE,4004
6.555,4.645,350.939,9.58,23.241,POTABLE,MARGINAL,4005
8.779,4.052,411.751,5.826,26.785,MARGINAL,MARGINAL,4006
6.828,0.096,432.366,9.034,27.404,POTABLE,POTABLE,4007
7.534,1.417,573.377,3.966,27.775,MARGINAL,MARGINAL,4008
7.483,15.154,298.798,4.101,27.078,MARGINAL,MARGINAL,4009
6.887,0.0,249.048,12.203,33.061,POTABLE,POTABLE,4010
7.373,15.808,449.357,6.268,25.617,MARGINAL,MARGINAL,4011
6.898,5.141,460.037,8.326,23.004,POTABLE,MARGINAL,4012
5.089,94.066,1101.591,2.625,26.244,NON_POTABLE,NON_POTABLE,4013
7.335,7.469,489.331,5.267,21.603,MARGINAL,MARGINAL,4014
6.932,12.748,461.319,7.94,28.042,MARGINAL,MARGINAL,4015
7.668,8.411,335.683,4.083,25.32,MARGINAL,MARGINAL,4016
7.208,0.82,418.702,7.644,27.83,POTABLE,POTABLE,4017
5.9,70.725,869.008,4.895,28.183,NON_POTABLE,NON_POTABLE,4018
7.148,3.983,251.236,8.154,29.436,POTABLE,MARGINAL,4019
9.842,32.73,708.253,3.866,28.987,NON_POTABLE,NON_POTABLE,4020
8.332,14.697,420.808,2.968,35.524,MARGINAL,MARGINAL,4021
7.847,12.859,464.369,5.852,25.834,MARGINAL,MARGINAL,4022
6.763,12.68,568.923,3.4,22.008,MARGINAL,MARGINAL,4023
7.259,0.448,749.42,4.362,26.291,MARGINAL,MARGINAL,4024
6.482,9.871,268.361,8.412,25.475,POTABLE,MARGINAL,4025
6.072,0.243,280.149,11.062,22.791,POTABLE,MARGINAL,4026
1.215,42.45,459.867,1.327,28.047,NON_POTABLE,NON_POTABLE,4027
7.362,22.752,928.183,3.529,30.157,NON_POTABLE,MARGINAL,4028
8.531,1.228,366.31,4.578,23.0,MARGINAL,MARGINAL,4029
7.873,0.0,271.334,7.894,30.259,POTABLE,POTABLE,4030
8.206,8.721,404.437,7.101,23.276,MARGINAL,MARGINAL,4031
7.423,1.702,21.281,7.558,21.527,POTABLE,MARGINAL,4032
10.105,69.355,1019.219,1.425,22.222,NON_POTABLE,NON_POTABLE,4033
6.986,3.756,473.896,7.395,25.664,POTABLE,MARGINAL,4034
5.946,8.825,399.312,5.652,27.455,MARGINAL,MARGINAL,4035
7.34,3.691,272.791,9.359,24.275,POTABLE,MARGINAL,4036
7.221,5.225,337.473,7.662,22.61,POTABLE,MARGINAL,4037
6.436,0.0,381.219,8.201,22.759,POTABLE,MARGINAL,4038
8.285,5.205,545.932,6.213,27.894,MARGINAL,MARGINAL,4039
6.644,0.0,258.372,9.465,19.324,POTABLE,POTABLE,4040
7.297,11.452,668.324,5.553,29.178,MARGINAL,MARGINAL,4041
7.213,0.59,270.683,8.631,20.681,POTABLE,POTABLE,4042
7.097,0.0,301.36,8.107,21.955,POTABLE,POTABLE,4043
8.326,2.846,675.413,4.326,27.479,MARGINAL,MARGINAL,4044
6.126,0.374,263.241,7.312,22.812,POTABLE,MARGINAL,4045
6.924,0.0,534.073,8.326,24.628,POTABLE,MARGINAL,4046
7.15,1.143,318.155,8.157,21.628,POTABLE,MARGINAL,4047
3.784,83.111,574.146,2.602,22.658,NON_POTABLE,NON_POTABLE,4048
6.066,3.048,303.638,9.39,19.154,POTABLE,MARGINAL,4049
4.337,75.795,1132.356,0.868,27.287,NON_POTABLE,NON_POTABLE,4050
6.963,10.417,703.552,5.843,27.516,MARGINAL,MARGINAL,4051
8.176,0.864,453.508,5.715,19.878,MARGINAL,MARGINAL,4052
7.693,6.699,396.671,11.009,19.346,POTABLE,MARGINAL,4053
7.844,1.339,463.041,8.592,18.761,POTABLE,MARGINAL,4054
6.971,5.389,456.314,7.435,25.808,POTABLE,MARGINAL,4055
6.516,0.0,292.299,7.409,21.368,POTABLE,POTABLE,4056
7.111,0.0,524.683,8.356,22.841,MARGINAL,MARGINAL,4057
4.688,22.163,737.296,1.306,19.351,NON_POTABLE,NON_POTABLE,4058
8.037,4.177,403.133,7.451,21.02,POTABLE,MARGINAL,4059
7.529,8.029,265.211,7.445,25.992,MARGINAL,MARGINAL,4060
4.425,76.875,1079.371,2.458,31.024,NON_POTABLE,NON_POTABLE,4061
6.708,0.314,418.459,6.836,27.599,POTABLE,POTABLE,4062
6.859,0.741,302.18,7.418,23.531,POTABLE,POTABLE,4063
6.724,3.399,184.918,7.633,29.904,POTABLE,MARGINAL,4064
1.791,40.598,860.271,0.218,30.071,NON_POTABLE,NON_POTABLE,4065
6.569,43.172,508.886,0.594,21.138,NON_POTABLE,NON_POTABLE,4066
14.0,87.082,1179.558,2.142,28.219,NON_POTABLE,NON_POTABLE,4067
6.557,0.0,538.001,9.897,19.774,POTABLE,MARGINAL,4068
7.585,0.0,311.507,8.179,26.683,POTABLE,POTABLE,4069
0.162,5.09,861.555,2.213,20.316,NON_POTABLE,NON_POTABLE,4070
6.601,0.0,264.18,8.752,28.294,POTABLE,POTABLE,4071
7.416,0.357,460.601,5.612,29.331,MARGINAL,MARGINAL,4072
7.829,11.079,442.925,7.307,29.134,MARGINAL,MARGINAL,4073
6.97,7.765,675.829,6.604,29.304,MARGINAL,MARGINAL,4074
7.969,85.712,1158.069,3.274,39.148,NON_POTABLE,NON_POTABLE,4075
3.79,57.409,773.521,2.509,29.296,NON_POTABLE,NON_POTABLE,4076
8.342,46.747,734.526,1.288,38.374,NON_POTABLE,NON_POTABLE,4077
6.145,73.055,990.807,5.882,19.22,NON_POTABLE,NON_POTABLE,4078
7.074,0.0,276.641,7.459,21.535,POTABLE,POTABLE,4079
4.313,99.024,723.77,4.746,37.837,NON_POTABLE,NON_POTABLE,4080
5.551,67.955,987.057,0.488,29.758,NON_POTABLE,NON_POTABLE,4081
5.1,100.0,910.04,4.129,30.036,NON_POTABLE,NON_POTABLE,4082
7.082,0.0,233.591,9.681,24.917,POTABLE,POTABLE,4083
6.615,5.043,650.107,5.942,24.961,MARGINAL,MARGINAL,4084
4.117,62.038,1051.802,1.651,18.118,NON_POTABLE,NON_POTABLE,4085
5.735,78.89,1099.822,2.802,25.296,NON_POTABLE,NON_POTABLE,4086
8.142,1.006,363.555,8.978,27.479,POTABLE,MARGINAL,4087
9.426,5.843,671.736,6.633,19.399,MARGINAL,NON_POTABLE,4088
3.226,60.632,1340.709,0.228,16.568,NON_POTABLE,NON_POTABLE,4089
6.531,12.842,785.335,5.127,26.605,MARGINAL,MARGINAL,4090
8.879,0.0,488.397,3.354,26.096,MARGINAL,MARGINAL,4091
6.18,0.0,394.225,7.033,24.047,POTABLE,MARGINAL,4092
